,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
307,17,Smith Island,Jenna,Richards,56,Head,Married,Female,Commissioning editor,None,Christian
308,17,Smith Island,Vincent,Richards,57,Husband,Married,Male,"Designer, jewellery",None,None
309,17,Smith Island,Darren,Richards,25,Son,Single,Male,Customer service manager,None,Christian
310,18,Smith Island,Kimberley,Holt,50,Head,Single,Female,Unemployed,None,Christian
311,18,Smith Island,Jeremy,Holt,14,Son,NA,M,Student,None,NA
312,1,Lawson Villages,Shirley,Chambers,39,Head,Single,Female,"Surveyor, insurance",None,Catholic
313,1,Lawson Villages,Colin,Morris,41,Partner,Single,Male,Mental health nurse,None,Catholic
314,1,Lawson Villages,Stewart,Chambers,5,Son,NA,Male,Student,None,NA
315,1,Lawson Villages,Lewis,Chambers,1,Son,NA,Male,Child,None,NA
316,2,Lawson Villages,Judith,Ali,30,Head,Single,Female,"Chemist, analytical",None,Catholic
317,2,Lawson Villages,Declan,Ali,8,Son,NA,Male,Student,None,NA
318,2,Lawson Villages,Naomi,Ali,4,Daughter,NA,Female,Child,None,NA
319,2,Lawson Villages,Marion,Power,62,Lodger,Divorced,Female,Dancer,None,None
320,2,Lawson Villages,Catherine,Yates,50,Lodger,Single,Female,"Engineer, civil (consulting)",None,Catholic
321,2,Lawson Villages,Georgia,Metcalfe,25,Lodger,Single,Female,Mechanical engineer,None,Catholic
322,2,Lawson Villages,Adam,Middleton,44,Lodger,Divorced,Male,"Therapist, speech and language",None,None
323,3,Lawson Villages,Abigail,Webb,74,Head,Widowed,Female,Retired Web designer,None,Christian
324,4,Lawson Villages,Andrea,Dunn,23,Head,Single,Female,Insurance claims handler,None,None
325,4,Lawson Villages,Lawrence,Bond,31,None,Single,Male,Insurance claims handler,None,Christian
326,4,Lawson Villages,Melanie,Nelson,37,None,Single,Female,Warehouse manager,Disabled,Methodist
327,5,Lawson Villages,Karen,Ward,44,Head,Single,Female,Unemployed,None,None
328,5,Lawson Villages,Beverley,Ward,18,Daughter,Single,Female,Student,None,None
329,5,Lawson Villages,Victoria,Ward,13,Daughter,NA,Female,Student,None,NA
330,5,Lawson Villages,Brenda,Ward,10,Daughter,NA,Female,Student,None,NA
331,5,Lawson Villages,David,Ward,7,Son,NA,Male,Student,None,NA
332,5,Lawson Villages,Yvonne,Ward,6,Daughter,NA,Female,Student,None,NA
333,5,Lawson Villages,Josephine,Ward,4,Daughter,NA,Female,Child,None,NA
334,6,Lawson Villages,Jean,Booth,18,Head,Divorced,Female,Student,None,NA
335,7,Lawson Villages,Angela,Newman,43,Head,Single,Female,Unemployed,None,Catholic
336,7,Lawson Villages,Danny,Newman,7,Son,NA,Male,Student,None,NA
337,7,Lawson Villages,Tina,Newman,7,Daughter,NA,Female,Student,None,NA
338,7,Lawson Villages,Victoria,Newman,3,Daughter,NA,Female,Child,None,NA
339,8,Lawson Villages,Wayne,Harvey,50,Head,Single,Male,Air broker,None,Catholic
340,9,Lawson Villages,Jade,Cook,19,Head,Single,Female,University Student,None,Methodist
341,9,Lawson Villages,Sandra,Barnes,18,None,Single,Female,University Student,None,None
342,9,Lawson Villages,Jordan,Dean,20,None,Single,Male,University Student,None,None
343,9,Lawson Villages,Roger,Jones,18,None,Single,Male,University Student,None,Christian
344,10,Lawson Villages,Jayne,Williams,43,Head,Single,Female,"Restaurant manager, fast food",None,Catholic
345,11,Lawson Villages,Leanne,Brown-Baker,77,Head,Divorced,Female,Unemployed,None,None
346,11,Lawson Villages,Maureen,Brown-Baker,33,Daughter,Single,Female,"Radiographer, therapeutic",None,None
347,11,Lawson Villages,Jill,Brown-Baker,27,Daughter,Single,Female,"Research officer, government",None,None
348,1,Evans Mission,Katie,Hall,81,Head,Married,Female,"Retired Nurse, mental health",None,Christian
349,1,Evans Mission,Jonathan,Hall,82,Husband,Married,m,Retired Curator,None,Christian
350,2,Evans Mission,Gail,Hughes,49,Head,Single,Female,Ergonomist,None,Christian
351,2,Evans Mission,Jeffrey,Crawford,50,Partner,Single,Male,Unemployed,None,Christian
352,2,Evans Mission,Julia,Hughes,15,Daughter,NA,Female,Student,None,NA
353,3,Evans Mission,Tina,Johnson,76,Head,Married,female,"Retired Therapist, speech and language",None,Christian
354,3,Evans Mission,Rhys,Johnson,75,Husband,Married,Male,Retired Fast food restaurant manager,None,Christian
355,4,Evans Mission,Elliot,Grant,31,Head,Married,m,"Engineer, biomedical",None,None
356,4,Evans Mission,Julie,Grant,29,Wife,Married,Female,Chemical engineer,None,None
357,4,Evans Mission,Jean,Grant,2,Daughter,NA,Female,Child,None,NA
358,4,Evans Mission,Marilyn,Grant,0,Daughter,NA,Female,Child,None,NA
359,4,Evans Mission,Georgia,Grant,0,Daughter,NA,Female,Child,None,NA
360,5,Evans Mission,Katy,Marshall,34,Head,Single,Female,Systems developer,Unknown Infection,None
361,5,Evans Mission,Graham,Boyle,30,None,Single,Male,"Research officer, government",None,Catholic
362,6,Evans Mission,Megan,Smith,33,Head,Married,Female,IT sales professional,None,Christian
363,6,Evans Mission,Luke,Smith,35,Husband,Married,Male,Fish farm manager,None,Christian
364,6,Evans Mission,Jeremy,Smith,8,Son,NA,Male,Student,None,NA
365,7,Evans Mission,Eric,Bennett,52,Head,Married,Male,Engineering geologist,None,Christian
366,7,Evans Mission,Vanessa,Bennett,49,Wife,Married,Female,Airline pilot,None,Christian
367,8,Evans Mission,Katherine,Kelly,46,Head,Single,Female,Unemployed,None,Methodist
368,8,Evans Mission,Philip,Gibbons,53,Partner,Single,m,Contracting civil engineer,None,None
369,8,Evans Mission,Martyn,Kelly,10,Son,NA,m,Student,None,NA
370,9,Evans Mission,Kevin,Yates,39,Head,Married,Male,Patent examiner,None,Christian
371,9,Evans Mission,Francesca,Yates,34,Wife,Married,Female,"Presenter, broadcasting",None,Christian
372,9,Evans Mission,Pamela,Yates,0,Daughter,NA,Female,Child,None,NA
373,9,Evans Mission,Elliot,Collins,45,Lodger,Divorced,Male,Unemployed,None,Christian
374,9,Evans Mission,Rachel,Davies,64,Visitor,Divorced,Female,Metallurgist,None,Christian
375,10,Evans Mission,Sheila,Griffiths,51,Head,Single,Female,Unemployed,None,Methodist
376,10,Evans Mission,Clifford,Griffiths,16,Son,NA,Male,Student,None,NA
377,11,Evans Mission,Molly,Frost,18,Head,Single,Female,Student,None,NA
378,11,Evans Mission,Tony,Davies,21,Partner,Single,Male,University Student,None,None
379,12,Evans Mission,Jean,Williams,38,Head,Married,Female,"Scientist, research (physical sciences)",None,Catholic
380,12,Evans Mission,Ian,Williams,38,Husband,Married,Male,Occupational hygienist,None,Catholic
381,12,Evans Mission,Martin,Williams,2,Son,NA,Male,Child,None,NA
382,12,Evans Mission,Geoffrey,Kirby,24,Lodger,Divorced,m,Engineering geologist,None,Catholic
383,13,Evans Mission,Dennis,Evans,42,Head,Married,Male,Commercial/residential surveyor,None,None
384,13,Evans Mission,Josephine,Evans,44,Wife,Married,Female,Dance movement psychotherapist,None,None
385,14,Evans Mission,Roger,Taylor,40,Head,Married,Male,Unemployed,None,Christian
386,14,Evans Mission,Lucy,Taylor,44,Wife,Married,female,"Librarian, public",None,Christian
387,14,Evans Mission,Sarah,Taylor,6,Step-Daughter,NA,Female,Student,None,NA
388,14,Evans Mission,Clive,Pickering,3,Step-Son,NA,Male,Child,None,NA
389,14,Evans Mission,Patrick,Pickering,3,Step-Son,NA,Male,Child,None,NA
390,15,Evans Mission,Josephine,Page,68,Head,Widowed,Female,Retired Clinical cytogeneticist,None,Christian
391,16,Evans Mission,Elliott,Reynolds,37,Head,Single,Male,Unemployed,None,None
392,17,Evans Mission,Amelia,Phillips,57,Head,Divorced,Female,Unemployed,None,Christian
393,17,Evans Mission,Lindsey,Phillips,23,Daughter,Single,Female,Furniture designer,None,Christian
394,17,Evans Mission,Sophie,Phillips,21,Daughter,Single,Female,University Student,None,Christian
395,18,Evans Mission,Michael,Cameron,31,Head,Married,Male,"Sound technician, broadcasting/film/video",None,Catholic
396,18,Evans Mission,Megan,Cameron,32,Wife,Married,Female,Ophthalmologist,None,None
397,19,Evans Mission,Judith,Gray,38,Head,Single,Female,Unemployed,None,Catholic
398,19,Evans Mission,Garry,Gray,7,Son,NA,Male,Student,None,NA
399,20,Evans Mission,Jane,Nicholls,44,Head,Married,Female,Data scientist,Unknown Infection,Catholic
400,20,Evans Mission,Derek,Nicholls,44,Husband,Married,Male,Herbalist,None,None
401,20,Evans Mission,Rosemary,Watson-Nicholls,24,Daughter,Single,Female,Chiropodist,None,Catholic
402,21,Evans Mission,Lynda,Stone,75,Head,Married,Female,"Retired Biochemist, clinical",None,Christian
403,21,Evans Mission,Howard,Stone,77,Husband,Married,Male,Retired Control and instrumentation engineer,None,None
404,22,Evans Mission,Jonathan,Scott,52,Head,Married,Male,Materials engineer,None,Christian
405,22,Evans Mission,Bethany,Scott,50,Wife,Married,Female,Applications developer,None,Christian
406,22,Evans Mission,Mathew,Scott,8,Son,NA,Male,Student,None,NA
407,23,Evans Mission,Shannon,Nicholls,53,Head,Married,Female,Microbiologist,None,None
408,23,Evans Mission,Nathan,Nicholls,55,Husband,Married,Male,Hotel manager,None,None
409,24,Evans Mission,Charlotte,Norman,52,Head,Married,Female,"Engineer, civil (consulting)",None,Christian
410,24,Evans Mission,Stephen,Norman,56,Husband,Married,Male,"Programmer, multimedia",None,Christian
411,24,Evans Mission,Charles,Norman,15,Son,NA,Male,Student,None,NA
412,25,Evans Mission,Frances,Shaw,42,Head,Divorced,Female,Insurance risk surveyor,None,Christian
413,25,Evans Mission,Joel,Shaw,4,Son,NA,Male,Child,None,NA
414,26,Evans Mission,Kathryn,Coates,39,Head,Married,Female,Tax inspector,None,None
415,26,Evans Mission,Ashley,Coates,41,Husband,Married,Male,"Loss adjuster, chartered",None,None
416,27,Evans Mission,Steven,Hewitt,88,Head,Married,Male,"Retired Scientist, biomedical",None,Christian
417,27,Evans Mission,Ruth,Hewitt,86,Wife,Married,Female,Retired Web designer,None,Christian
418,28,Evans Mission,Debra,Roberts,47,Head,Single,Female,Child psychotherapist,None,Christian
419,28,Evans Mission,Roger,Rees,49,Partner,Single,Male,Chiropodist,None,Christian
420,28,Evans Mission,Cameron,Roberts,25,Son,Single,Male,Ship broker,None,None
421,28,Evans Mission,Leslie,Roberts,16,Son,NA,Male,Student,None,NA
422,29,Evans Mission,Wendy,Smith,53,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Catholic
423,29,Evans Mission,Nigel,Smith,53,Husband,Married,Male,Product/process development scientist,None,Catholic
424,29,Evans Mission,Glenn,Smith,37,Son,Single,Male,Exercise physiologist,None,Catholic
425,29,Evans Mission,Abigail,Smith,34,Daughter,Single,Female,Camera operator,None,Catholic
426,29,Evans Mission,Raymond,Smith,32,Son,Single,Male,"Doctor, general practice",None,Catholic
427,30,Evans Mission,Sam,Taylor,30,Head,Single,Male,Cytogeneticist,None,Christian
428,30,Evans Mission,Shannon,Bowen,25,Partner,Single,Female,Careers adviser,None,None
429,31,Evans Mission,Helen,Chadwick,50,Head,Single,Female,Chiropodist,None,None
430,31,Evans Mission,Paula,Marshall,58,None,Single,Female,Marine scientist,None,Catholic
431,32,Evans Mission,Alison,Jennings,20,Head,Single,Female,University Student,None,Catholic
432,32,Evans Mission,Marcus,Graham,22,Partner,Single,Male,University Student,None,Catholic
433,33,Evans Mission,Ian,Hobbs,39,Head,Single,Male,"Engineer, structural",None,Christian
434,34,Evans Mission,Joanne,Roberts,23,Head,Divorced,Female,Personal assistant,None,None
435,35,Evans Mission,Hayley,Lewis,52,Head,Married,Female,"Education officer, museum",None,None
436,35,Evans Mission,Hugh,Lewis,58,Husband,Married,Male,Diagnostic radiographer,None,None
437,35,Evans Mission,Valerie,Lewis,28,Daughter,Single,Female,Diagnostic radiographer,None,None
438,35,Evans Mission,Hugh,Lewis,24,Son,Single,Male,"Chemist, analytical",None,None
439,35,Evans Mission,Ryan,Lewis,6,Son,NA,Male,Student,None,NA
440,36,Evans Mission,Cameron,Murray,45,Head,Divorced,Male,Chartered loss adjuster,None,Muslim
441,36,Evans Mission,Lauren,Murray,21,Daughter,Single,Female,University Student,None,Muslim
442,36,Evans Mission,Luke,Murray,19,Son,Single,Male,University Student,None,Muslim
443,36,Evans Mission,Max,Murray,19,Son,Divorced,Male,University Student,None,Muslim
444,36,Evans Mission,Brett,Murray,16,Son,NA,Male,Student,None,NA
445,37,Evans Mission,Carol,Jackson,62,Head,Single,Female,Occupational psychologist,None,None
446,37,Evans Mission,Pauline,Sullivan,11,Granddaughter,NA,Female,Student,None,NA
447,37,Evans Mission,Sandra,Chapman,7,Granddaughter,NA,Female,Student,None,NA
448,37,Evans Mission,Kieran,Chapman,2,Grandson,NA,Male,Child,None,NA
449,38,Evans Mission,Francis,Cox,65,Head,Divorced,Male,"Psychotherapist, child",None,Christian
450,39,Evans Mission,Suzanne,Parker,54,Head,Single,Female,Product designer,None,Christian
451,40,Evans Mission,Kyle,Wallace,78,Head,Married,Male,Retired Senior tax professional/tax inspector,None,None
452,40,Evans Mission,Sylvia,Wallace,76,Wife,Married,Female,Retired Insurance account manager,None,None
453,40,Evans Mission,Louise,Walsh,32,None,Married,Female,Psychiatric nurse,None,Muslim
454,40,Evans Mission,Clive,Walsh,34,None,Married,Male,Human resources officer,None,None
455,40,Evans Mission,Irene,Walsh,13,None,NA,Female,Student,None,NA
456,41,Evans Mission,Leah,Gilbert,19,Head,Single,Female,University Student,None,None
457,41,Evans Mission,Glen,Gibbs,22,None,Single,Male,University Student,None,Methodist
458,41,Evans Mission,Jordan,McCarthy,20,None,Single,Male,University Student,None,None
459,41,Evans Mission,Leslie,Walker,21,None,Single,Male,University Student,None,None
460,42,Evans Mission,Nicola,Moss,32,Head,Single,Female,Field seismologist,None,None
461,42,Evans Mission,Max,Coleman,36,Partner,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
462,42,Evans Mission,Jason,Moss,0,Son,NA,Male,Child,None,NA
463,43,Evans Mission,Tina,Lewis,57,Head,Single,Female,"Scientist, water quality",None,Catholic
464,43,Evans Mission,Jake,Webb,63,Partner,Single,Male,Commercial art gallery manager,None,Catholic
465,43,Evans Mission,Patricia,Lewis,24,Daughter,Single,female,Radio broadcast assistant,None,Catholic
466,43,Evans Mission,Julian,Lewis,7,Son,NA,Male,Student,None,NA
467,44,Evans Mission,Julie,Todd,24,Head,Single,Female,Bonds trader,None,None
468,45,Evans Mission,Gail,Miller,21,Head,Single,female,University Student,None,None
469,46,Evans Mission,Lydia,Walker,57,Head,Divorced,Female,Unemployed,None,Christian
470,46,Evans Mission,Joseph,Walker,26,Son,Single,Male,Make,None,Christian
471,47,Evans Mission,Albert,Forster,56,Head,Single,Male,Mechanical engineer,None,Christian
472,48,Evans Mission,Kimberley,Schofield,65,Head,Divorced,Female,Clinical psychologist,None,Muslim
473,49,Evans Mission,Charlene,Allan,36,Head,Single,Female,Financial controller,None,Catholic
474,50,Evans Mission,Rita,Osborne,19,Head,Single,Female,Unemployed,None,None
475,50,Evans Mission,Alexander,Osborne,2,Son,NA,Male,Child,None,NA
476,51,Evans Mission,Louise,Dobson,19,Head,Married,Female,University Student,None,None
477,51,Evans Mission,Gregory,Dobson,20,Husband,Married,Male,University Student,None,None
478,52,Evans Mission,Joel,Nash,64,Head,Single,Male,Dentist,None,None
479,52,Evans Mission,Sally,Stephenson,55,Partner,Single,Female,Film/video editor,None,None
480,53,Evans Mission,Sylvia,Hunt,76,Head,Married,Female,Retired Interior and spatial designer,None,Catholic
481,53,Evans Mission,Raymond,Hunt,81,Husband,Married,male,Retired Energy engineer,None,None
482,54,Evans Mission,Danielle,Stokes,73,Head,Widowed,Female,Retired Equities trader,None,Methodist
483,55,Evans Mission,Barry,Dean,41,Head,Single,Male,Research scientist (life sciences),None,Catholic
484,56,Evans Mission,Donna,Nash,40,Head,Single,Female,"Psychotherapist, dance movement",None,Christian
485,56,Evans Mission,Connor,Berry,45,Partner,Single,Male,Production engineer,None,None
486,56,Evans Mission,Sylvia,Nash,14,Daughter,NA,Female,Student,None,NA
487,56,Evans Mission,Hazel,Nash,13,Daughter,NA,Female,Student,None,NA
488,57,Evans Mission,Ann,Gibbons,43,Head,Married,Female,Health promotion specialist,None,Christian
489,57,Evans Mission,Abdul,Gibbons,45,Husband,Married,Male,"Scientist, audiological",None,None
490,57,Evans Mission,Pamela,Gibbons,11,Daughter,NA,Female,Student,None,NA
491,57,Evans Mission,Frances,Gibbons,8,Daughter,NA,Female,Student,None,NA
492,57,Evans Mission,Harry,Gibbons,4,Son,NA,Male,Child,None,NA
493,58,Evans Mission,Jacqueline,Powell,45,Head,Married,Female,Commercial art gallery manager,None,None
494,58,Evans Mission,Gareth,Powell,53,Husband,Married,Male,"Horticulturist, commercial",None,None
495,58,Evans Mission,Samuel,Powell,6,Son,NA,Male,Student,None,NA
496,58,Evans Mission,Rebecca,Powell,6,Daughter,NA,F,Student,None,NA
497,58,Evans Mission,Wendy,Powell,6,Daughter,NA,Female,Student,None,NA
498,58,Evans Mission,Danny,Powell,6,Son,NA,Male,Student,None,NA
499,59,Evans Mission,Josephine,Hussain,70,Head,Widowed,Female,Retired Land/geomatics surveyor,None,Christian
500,59,Evans Mission,Roger,Hussain,40,Son,Single,Male,Civil Service fast streamer,None,Christian
501,59,Evans Mission,Gavin,Hussain,37,Son,Single,Male,Contractor,None,None
502,59,Evans Mission,Elliott,Hussain,35,Son,Single,Male,Financial trader,None,Christian
503,59,Evans Mission,Francesca,Hussain,34,Daughter,Divorced,Female,"Biochemist, clinical",None,Christian
504,60,Evans Mission,Bruce,Allen,22,Head,Married,Male,University Student,None,None
505,60,Evans Mission,Claire,Allen,20,Wife,Married,Female,University Student,None,None
506,61,Evans Mission,Terence,Norton,62,Head,Single,Male,"Scientist, biomedical",None,None
507,61,Evans Mission,Jayne,Wright,60,Partner,Single,Female,Actuary,None,None
508,62,Evans Mission,Mohamed,Lucas,36,Head,Married,Male,Risk analyst,None,Muslim
509,62,Evans Mission,Hollie,Lucas,35,Wife,Married,Female,Art gallery manager,None,None
510,63,Evans Mission,Beth,Miah,47,Head,Married,Female,Clinical molecular geneticist,None,None
511,63,Evans Mission,Nicholas,Miah,53,Husband,Married,Male,Graphic designer,None,None
512,63,Evans Mission,Garry,Miah,17,Son,NA,m,Student,None,NA
513,64,Evans Mission,Kim,Thomas,70,Head,Married,Female,Retired Communications engineer,None,Catholic
514,64,Evans Mission,Garry,Thomas,72,Husband,Married,Male,"Retired Designer, television/film set",None,None
515,64,Evans Mission,Toby,Thomas,38,Son,Single,Male,Writer,None,None
516,64,Evans Mission,Sarah,Thomas,37,Daughter,Divorced,Female,Unemployed,None,Catholic
517,64,Evans Mission,Francis,Thomas,37,Son,Single,Male,Technical author,None,Catholic
518,65,Evans Mission,Catherine,May,40,Head,Divorced,Female,Ambulance person,None,None
519,66,Evans Mission,Natalie,Stewart,80,Head,Married,Female,"Retired Psychologist, occupational",None,Catholic
520,66,Evans Mission,Nicholas,Stewart,82,Husband,Married,Male,Retired Theme park manager,None,Catholic
521,67,Evans Mission,Dorothy,Miles,53,Head,Single,Female,"Therapist, music",None,Christian
522,67,Evans Mission,Garry,Pearson,55,Partner,Single,Male,Location manager,None,Christian
523,67,Evans Mission,Karl,Miles,21,Son,Divorced,Male,University Student,None,Christian
524,67,Evans Mission,Peter,Miles,14,Son,NA,Male,Student,None,NA
525,68,Evans Mission,Brandon,Ellis,72,Head,Divorced,Male,Retired Brewing technologist,None,Christian
